parish_name,parish_page_title,parish_page_url,overview,services,branch_name,address,phones,email,status,hours,raw_text
St. James Network,St. James Parish Library Network,https://www.jls.gov.jm/st-james-parish-library/,"The public library service in St. James was established in 1948 (public library - 1944 - 1948) by the late Mrs. R. Leyson Ewen (then Mrs. Joan Crum- Ewing) and a small group of members of the Young Women’s Christian Association (Y.W.C.A.) led by Dr. Sylvia Lowe. The ladies made the decision to collect second-hand books with which to start a library for the public of Montego Bay. A donation of one hundred and fifty (150) books was given to the library by the Y. W. C. A, and within a short period a stock of five hundred (500) books was collected and repaired by the group. The Child Welfare Association made a room available, rent free in its building at 43 Church Street and the Y.W.C.A. again assisted with the loan of furniture. The opening of the St. James Parish Library took place on June 1, 1944, and Y.W.C.A. members served as voluntary librarians. The library remained at the Child Welfare Association building for nine (9) years. The founders of the library played a pivotal role in the library’s development.",ICT Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Somerton,Somerton P.O. St. James,(876) 912-7944,,Closed,Monday - Thursday | 11:30 am - 5:00 pm | Friday | 11:30 am - 4:00 pm | Saturday | Closed,"Somerton P.O. St. James
(876) 912-7944
Monday - Thursday
11:30 am - 5:00 pm
Friday
11:30 am - 4:00 pm
Saturday
Closed"
St. James Network,St. James Parish Library Network,https://www.jls.gov.jm/st-james-parish-library/,"The public library service in St. James was established in 1948 (public library - 1944 - 1948) by the late Mrs. R. Leyson Ewen (then Mrs. Joan Crum- Ewing) and a small group of members of the Young Women’s Christian Association (Y.W.C.A.) led by Dr. Sylvia Lowe. The ladies made the decision to collect second-hand books with which to start a library for the public of Montego Bay. A donation of one hundred and fifty (150) books was given to the library by the Y. W. C. A, and within a short period a stock of five hundred (500) books was collected and repaired by the group. The Child Welfare Association made a room available, rent free in its building at 43 Church Street and the Y.W.C.A. again assisted with the loan of furniture. The opening of the St. James Parish Library took place on June 1, 1944, and Y.W.C.A. members served as voluntary librarians. The library remained at the Child Welfare Association building for nine (9) years. The founders of the library played a pivotal role in the library’s development.",ICT Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Springfield,Spring Field P.O. St. James,(876) 850-3944,,Closed,Monday - Thursday | 11:30 am - 5:00 pm | Friday | 11:30 am - 4:00 pm | Saturday | Closed,"Spring Field P.O. St. James
(876) 850-3944
Monday - Thursday
11:30 am - 5:00 pm
Friday
11:30 am - 4:00 pm
Saturday
Closed"
St. Mary Network,St. Mary Parish Library Network,https://www.jls.gov.jm/st-mary-parish-library/,"St. Mary was among the last of the parishes to establish a public library service. Although there was a small library service started in Highgate as early as 1947, this was organized by a community group. It was not until 1951 the Parochial Board provided in its estimates the necessary funds to operate a library service in the parish. The statutory committee appointed under the Jamaica Library Service (JLS) law held its inaugural meeting in September, 950. Mr. A. H. Val Cottrell, then Clerk of the courts for St. Mary, was elected chairman and the committee set about making arrangements for establishing a library in Port Maria. Mr. Cottrell and late Mr. H. B. Phillpotts another member of the committee undertook the task of finding accommodation for the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Parish Library,"Claude Stuart Park, Port Maria P.O., St. Mary",(876) 994-2213 / 725-0882; (876) 994-9520,,,Monday - Friday | 9:00 am - 5:00 pm | 9:00 am - 4:00 pm,"Claude Stuart Park
Port Maria P.O.
St. Mary
(876) 994-2213 / 725-0882
(876) 994-9520
[email protected]
Monday - Friday
9:00 am - 5:00 pm
9:00 am - 4:00 pm
(SAT)"
St. Mary Network,St. Mary Parish Library Network,https://www.jls.gov.jm/st-mary-parish-library/,"St. Mary was among the last of the parishes to establish a public library service. Although there was a small library service started in Highgate as early as 1947, this was organized by a community group. It was not until 1951 the Parochial Board provided in its estimates the necessary funds to operate a library service in the parish. The statutory committee appointed under the Jamaica Library Service (JLS) law held its inaugural meeting in September, 950. Mr. A. H. Val Cottrell, then Clerk of the courts for St. Mary, was elected chairman and the committee set about making arrangements for establishing a library in Port Maria. Mr. Cottrell and late Mr. H. B. Phillpotts another member of the committee undertook the task of finding accommodation for the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Annotto Bay,"Main Street, Annotto Bay P.O., St. Mary",(876) 996-2508,,,Monday - Friday | 10:00 am - 5:00 pm,"Main Street
Annotto Bay P.O.,
St. Mary
(876) 996-2508
Monday - Friday
10:00 am - 5:00 pm"
St. Mary Network,St. Mary Parish Library Network,https://www.jls.gov.jm/st-mary-parish-library/,"St. Mary was among the last of the parishes to establish a public library service. Although there was a small library service started in Highgate as early as 1947, this was organized by a community group. It was not until 1951 the Parochial Board provided in its estimates the necessary funds to operate a library service in the parish. The statutory committee appointed under the Jamaica Library Service (JLS) law held its inaugural meeting in September, 950. Mr. A. H. Val Cottrell, then Clerk of the courts for St. Mary, was elected chairman and the committee set about making arrangements for establishing a library in Port Maria. Mr. Cottrell and late Mr. H. B. Phillpotts another member of the committee undertook the task of finding accommodation for the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Gayle,"Gayle P.O., St. Mary",975-8402,,,Monday - Friday | 9:00 am - 5:00 pm | 9:00 am - 4:00 pm (SAT),"Gayle P.O.
St. Mary
(876)
975-8402
Monday - Friday
9:00 am - 5:00 pm
9:00 am - 4:00 pm (SAT)"
St. Mary Network,St. Mary Parish Library Network,https://www.jls.gov.jm/st-mary-parish-library/,"St. Mary was among the last of the parishes to establish a public library service. Although there was a small library service started in Highgate as early as 1947, this was organized by a community group. It was not until 1951 the Parochial Board provided in its estimates the necessary funds to operate a library service in the parish. The statutory committee appointed under the Jamaica Library Service (JLS) law held its inaugural meeting in September, 950. Mr. A. H. Val Cottrell, then Clerk of the courts for St. Mary, was elected chairman and the committee set about making arrangements for establishing a library in Port Maria. Mr. Cottrell and late Mr. H. B. Phillpotts another member of the committee undertook the task of finding accommodation for the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Highgate,"Highgate P.O., St. Mary",(876) 992-2208,,,Monday - Friday | 9:00 am - 5:00 pm | 9:00 am - 4:00 pm,"Highgate P.O.
St. Mary
(876) 992-2208
Monday - Friday
9:00 am - 5:00 pm
9:00 am - 4:00 pm
(SAT)"
St. Mary Network,St. Mary Parish Library Network,https://www.jls.gov.jm/st-mary-parish-library/,"St. Mary was among the last of the parishes to establish a public library service. Although there was a small library service started in Highgate as early as 1947, this was organized by a community group. It was not until 1951 the Parochial Board provided in its estimates the necessary funds to operate a library service in the parish. The statutory committee appointed under the Jamaica Library Service (JLS) law held its inaugural meeting in September, 950. Mr. A. H. Val Cottrell, then Clerk of the courts for St. Mary, was elected chairman and the committee set about making arrangements for establishing a library in Port Maria. Mr. Cottrell and late Mr. H. B. Phillpotts another member of the committee undertook the task of finding accommodation for the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Islington,"Islington P.O., St. Mary",(876) 994-4958,,,Monday - Friday | 1:00 pm - 6:00 pm,"Islington P.O.
St. Mary
(876) 994-4958
Monday - Friday
1:00 pm - 6:00 pm"
St. Mary Network,St. Mary Parish Library Network,https://www.jls.gov.jm/st-mary-parish-library/,"St. Mary was among the last of the parishes to establish a public library service. Although there was a small library service started in Highgate as early as 1947, this was organized by a community group. It was not until 1951 the Parochial Board provided in its estimates the necessary funds to operate a library service in the parish. The statutory committee appointed under the Jamaica Library Service (JLS) law held its inaugural meeting in September, 950. Mr. A. H. Val Cottrell, then Clerk of the courts for St. Mary, was elected chairman and the committee set about making arrangements for establishing a library in Port Maria. Mr. Cottrell and late Mr. H. B. Phillpotts another member of the committee undertook the task of finding accommodation for the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Oracabessa,"Oracabessa P.O., St. Mary",(876) 975-3293,,,Monday - Friday | 9:00 am - 5:00 pm | 9:00 am - 4:00 pm,"Oracabessa P.O.
St. Mary
(876) 975-3293
Monday - Friday
9:00 am - 5:00 pm
9:00 am - 4:00 pm
(Sat)"
St. Mary Network,St. Mary Parish Library Network,https://www.jls.gov.jm/st-mary-parish-library/,"St. Mary was among the last of the parishes to establish a public library service. Although there was a small library service started in Highgate as early as 1947, this was organized by a community group. It was not until 1951 the Parochial Board provided in its estimates the necessary funds to operate a library service in the parish. The statutory committee appointed under the Jamaica Library Service (JLS) law held its inaugural meeting in September, 950. Mr. A. H. Val Cottrell, then Clerk of the courts for St. Mary, was elected chairman and the committee set about making arrangements for establishing a library in Port Maria. Mr. Cottrell and late Mr. H. B. Phillpotts another member of the committee undertook the task of finding accommodation for the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Retreat,"Retreat P.O., St. Mary",(876) 996-3960,,,Monday - Friday | 9:30 am - 5:30 pm,"Retreat P.O.
St. Mary
(876) 996-3960
Monday - Friday
9:30 am - 5:30 pm"
St. Mary Network,St. Mary Parish Library Network,https://www.jls.gov.jm/st-mary-parish-library/,"St. Mary was among the last of the parishes to establish a public library service. Although there was a small library service started in Highgate as early as 1947, this was organized by a community group. It was not until 1951 the Parochial Board provided in its estimates the necessary funds to operate a library service in the parish. The statutory committee appointed under the Jamaica Library Service (JLS) law held its inaugural meeting in September, 950. Mr. A. H. Val Cottrell, then Clerk of the courts for St. Mary, was elected chairman and the committee set about making arrangements for establishing a library in Port Maria. Mr. Cottrell and late Mr. H. B. Phillpotts another member of the committee undertook the task of finding accommodation for the library.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Richmond,"Richmond P.O., St. Mary, Wood Park, Pembroke Hall P.O.",(876) 992-0338; (876) 824-8494,,,Monday - Friday | 12:00 noon - 5:00 pm | 1:00 am - 6:00 pm,"Richmond P.O.
St. Mary
(876) 992-0338
Monday - Friday
12:00 noon - 5:00 pm
Wood Park
Pembroke Hall P.O.
St. Mary
(876) 824-8494
Monday - Friday
1:00 am - 6:00 pm"
St. Thomas,St. Thomas Parish Library,https://www.jls.gov.jm/st-thomas-parish-library/,"St. Thomas Parish Library owes the first 21 years of its development to the initiative of the late Miss Inez C. Bowen who in 1947 garnered support from leading citizens of Morant Bay for the formation of a public library for that town. A resolution to this effect was passed in 1948 and Miss Bowen met with the committee to outline her proposal. In response, Mr. Douglas Moyston, committee member and solicitor of the firm Moyston and Silvera offered temporary accommodation for the library at the firm’s offices.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Parish Library,P.O. Box 13,,,,,P.O. Box 13
St. Thomas,St. Thomas Parish Library,https://www.jls.gov.jm/st-thomas-parish-library/,"St. Thomas Parish Library owes the first 21 years of its development to the initiative of the late Miss Inez C. Bowen who in 1947 garnered support from leading citizens of Morant Bay for the formation of a public library for that town. A resolution to this effect was passed in 1948 and Miss Bowen met with the committee to outline her proposal. In response, Mr. Douglas Moyston, committee member and solicitor of the firm Moyston and Silvera offered temporary accommodation for the library at the firm’s offices.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Morant Bay,St. Thomas,(876) 982-2326 / 734-7424; (876) 734-2570,,,Monday - Friday | 9:00 am - 5:00 pm | Saturday | 9:00 am - 3:00 pm,"St. Thomas
(876) 982-2326 / 734-7424
(876) 734-2570
[email protected]
Monday - Friday
9:00 am - 5:00 pm
Saturday
9:00 am - 3:00 pm"
St. Thomas,St. Thomas Parish Library,https://www.jls.gov.jm/st-thomas-parish-library/,"St. Thomas Parish Library owes the first 21 years of its development to the initiative of the late Miss Inez C. Bowen who in 1947 garnered support from leading citizens of Morant Bay for the formation of a public library for that town. A resolution to this effect was passed in 1948 and Miss Bowen met with the committee to outline her proposal. In response, Mr. Douglas Moyston, committee member and solicitor of the firm Moyston and Silvera offered temporary accommodation for the library at the firm’s offices.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Cheswick,"Golden Grove P.O., St. Thomas",(876) 706-0545; (876) 982-1862,,Closed,Monday - Friday | 9:00 am - 5:00 pm | Saturday | Closed,"Golden Grove P.O.
St. Thomas
(876) 706-0545
(876) 982-1862
Monday - Friday
9:00 am - 5:00 pm
Saturday
Closed"
St. Thomas,St. Thomas Parish Library,https://www.jls.gov.jm/st-thomas-parish-library/,"St. Thomas Parish Library owes the first 21 years of its development to the initiative of the late Miss Inez C. Bowen who in 1947 garnered support from leading citizens of Morant Bay for the formation of a public library for that town. A resolution to this effect was passed in 1948 and Miss Bowen met with the committee to outline her proposal. In response, Mr. Douglas Moyston, committee member and solicitor of the firm Moyston and Silvera offered temporary accommodation for the library at the firm’s offices.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Port Morant,"Swamp Road, Port Morant P.O., St. Thomas",(876) 982-8801,,Closed,Monday - Friday | 9:00 am - 5:00 pm | Saturday | Closed,"Swamp Road
Port Morant P.O.
St. Thomas
(876) 982-8801
Monday - Friday
9:00 am - 5:00 pm
Saturday
Closed"
St. Thomas,St. Thomas Parish Library,https://www.jls.gov.jm/st-thomas-parish-library/,"St. Thomas Parish Library owes the first 21 years of its development to the initiative of the late Miss Inez C. Bowen who in 1947 garnered support from leading citizens of Morant Bay for the formation of a public library for that town. A resolution to this effect was passed in 1948 and Miss Bowen met with the committee to outline her proposal. In response, Mr. Douglas Moyston, committee member and solicitor of the firm Moyston and Silvera offered temporary accommodation for the library at the firm’s offices.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Seaforth,"Main Street, Seaforth P.O., St. Thomas",(876) 982-4641,,Closed,Monday - Friday | 9:00 am - 5:00 pm | Saturday | Closed,"Main Street
Seaforth P.O.
St. Thomas
(876) 982-4641
Monday - Friday
9:00 am - 5:00 pm
Saturday
Closed"
St. Thomas,St. Thomas Parish Library,https://www.jls.gov.jm/st-thomas-parish-library/,"St. Thomas Parish Library owes the first 21 years of its development to the initiative of the late Miss Inez C. Bowen who in 1947 garnered support from leading citizens of Morant Bay for the formation of a public library for that town. A resolution to this effect was passed in 1948 and Miss Bowen met with the committee to outline her proposal. In response, Mr. Douglas Moyston, committee member and solicitor of the firm Moyston and Silvera offered temporary accommodation for the library at the firm’s offices.",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Yallahs,"Yallahs P.O., St. Thomas",(876) 706-2104,,,Monday - Friday | 9:00 am - 5:00 pm | Saturday | 8:30 am - 3:00 pm,"Yallahs P.O.
St. Thomas
(876) 706-2104
Monday - Friday
9:00 am - 5:00 pm
Saturday
8:30 am - 3:00 pm"
Trelawny,Trelawny Parish Library,https://www.jls.gov.jm/trelawny-parish-library/,"The Trelawny Parish Library in Falmouth was first located in an early nineteenth-century structure at the corner of Market Street near the Court House. From 1949 to 1961 both the adult and children’s libraries occupied the coach house a building which originally housed the Northside Club, a social meeting -place for the residents of Falmouth during the nineteenth century. In 1961 the two sections of the library were separated and the children’s library was transferred to the first floor of the main building. However, from the library could be seen the Court House, an impressive building in the Georgian style which was built in 1815 and remodeled after the fire of 1826.",,Parish Library,"Rodney Street, P.O. Box 44",,,,,"Rodney Street
P.O. Box 44"
Trelawny,Trelawny Parish Library,https://www.jls.gov.jm/trelawny-parish-library/,"The Trelawny Parish Library in Falmouth was first located in an early nineteenth-century structure at the corner of Market Street near the Court House. From 1949 to 1961 both the adult and children’s libraries occupied the coach house a building which originally housed the Northside Club, a social meeting -place for the residents of Falmouth during the nineteenth century. In 1961 the two sections of the library were separated and the children’s library was transferred to the first floor of the main building. However, from the library could be seen the Court House, an impressive building in the Georgian style which was built in 1815 and remodeled after the fire of 1826.",,Falmouth,Trelawny,(876) 954-3306; (876) 954-5688,,,Monday - Friday | 9:00 am - 6:00 pm | 9:00 am - 4:00 pm,"Trelawny
(876) 954-3306
(876) 954-5688
[email protected]
Monday - Friday
9:00 am - 6:00 pm
9:00 am - 4:00 pm
(SAT)"
Trelawny,Trelawny Parish Library,https://www.jls.gov.jm/trelawny-parish-library/,"The Trelawny Parish Library in Falmouth was first located in an early nineteenth-century structure at the corner of Market Street near the Court House. From 1949 to 1961 both the adult and children’s libraries occupied the coach house a building which originally housed the Northside Club, a social meeting -place for the residents of Falmouth during the nineteenth century. In 1961 the two sections of the library were separated and the children’s library was transferred to the first floor of the main building. However, from the library could be seen the Court House, an impressive building in the Georgian style which was built in 1815 and remodeled after the fire of 1826.",,Albert Town,"Albert Town P.O., Trelawny",(876) 610-0784; (876) 954-5688,,,Monday - Friday | 9:30 am - 5:30 pm | 9:00 am - 1:00 pm,"Albert Town P.O.
Trelawny
(876) 610-0784
(876) 954-5688
Monday - Friday
9:30 am - 5:30 pm
9:00 am - 1:00 pm
(SAT)"
Trelawny,Trelawny Parish Library,https://www.jls.gov.jm/trelawny-parish-library/,"The Trelawny Parish Library in Falmouth was first located in an early nineteenth-century structure at the corner of Market Street near the Court House. From 1949 to 1961 both the adult and children’s libraries occupied the coach house a building which originally housed the Northside Club, a social meeting -place for the residents of Falmouth during the nineteenth century. In 1961 the two sections of the library were separated and the children’s library was transferred to the first floor of the main building. However, from the library could be seen the Court House, an impressive building in the Georgian style which was built in 1815 and remodeled after the fire of 1826.",,Clark’s Town,"Clark’s Town P.O., Trelawny",(876) 954-1488; (876) 954-5688,,Closed on Saturdays,Monday - Friday | 9:30 am - 5:30 pm | Closed on Saturdays,"Clark’s Town P.O.
Trelawny
(876) 954-1488
(876) 954-5688
Monday - Friday
9:30 am - 5:30 pm
Closed on Saturdays"
Trelawny,Trelawny Parish Library,https://www.jls.gov.jm/trelawny-parish-library/,"The Trelawny Parish Library in Falmouth was first located in an early nineteenth-century structure at the corner of Market Street near the Court House. From 1949 to 1961 both the adult and children’s libraries occupied the coach house a building which originally housed the Northside Club, a social meeting -place for the residents of Falmouth during the nineteenth century. In 1961 the two sections of the library were separated and the children’s library was transferred to the first floor of the main building. However, from the library could be seen the Court House, an impressive building in the Georgian style which was built in 1815 and remodeled after the fire of 1826.",,Duncans,Duncans P.O.,,,,,Duncans P.O.
Trelawny,Trelawny Parish Library,https://www.jls.gov.jm/trelawny-parish-library/,"The Trelawny Parish Library in Falmouth was first located in an early nineteenth-century structure at the corner of Market Street near the Court House. From 1949 to 1961 both the adult and children’s libraries occupied the coach house a building which originally housed the Northside Club, a social meeting -place for the residents of Falmouth during the nineteenth century. In 1961 the two sections of the library were separated and the children’s library was transferred to the first floor of the main building. However, from the library could be seen the Court House, an impressive building in the Georgian style which was built in 1815 and remodeled after the fire of 1826.",,Trelanwy,(SAT),(876) 954-2730; (876) 954-5688,,,Monday - Friday | 9:30 am - 5:30 pm | 9:30 am - 3:30 pm,"(876) 954-2730
(876) 954-5688
Monday - Friday
9:30 am - 5:30 pm
9:30 am - 3:30 pm
(SAT)"
Trelawny,Trelawny Parish Library,https://www.jls.gov.jm/trelawny-parish-library/,"The Trelawny Parish Library in Falmouth was first located in an early nineteenth-century structure at the corner of Market Street near the Court House. From 1949 to 1961 both the adult and children’s libraries occupied the coach house a building which originally housed the Northside Club, a social meeting -place for the residents of Falmouth during the nineteenth century. In 1961 the two sections of the library were separated and the children’s library was transferred to the first floor of the main building. However, from the library could be seen the Court House, an impressive building in the Georgian style which was built in 1815 and remodeled after the fire of 1826.",,Wakefield,"Wakefield P.O., Trelawny",(876) 610-2771,,Closed on Saturdays,Monday - Friday | 9:30 pm - 5:30 pm | closed on saturdays,"Wakefield P.O.
Trelawny
(876) 610-2771
Monday - Friday
9:30 pm - 5:30 pm
closed on saturdays"
Westmoreland,Westmoreland Parish Library,https://www.jls.gov.jm/westmoreland-parish-library/,"The Rev. Canon Henry Williams Cope, started the Westmoreland Library. He was the Rector of the St. George’s Anglican Church in Savanna-la-mar. The library at that time was built up mainly from donations and was housed in the Anglican Church Hall. This small service was operated by Miss Hazel Drummond who served as first voluntary Librarian from 1946 to 1948. A number of persons worked assiduously towards the development of the library and served as members of the managing committee under the chairmanship of the Rev. Canon Cope. By May 1948 when the Jamaica Library Service was established, there were seven hundred (700) books and seventy (70) adult members and this service became the nucleus for the formation of the Westmoreland Parish library .",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Parish Library,"108 Great George Street, Savanna-La-Mar P.O. Westmoreland",(876) 955-2795,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | Saturday | 9:00 am - 4:00 pm,"108 Great George Street
Savanna-La-Mar P.O. Westmoreland
(876) 955-2795
[email protected]
Monday - Thursday
9:00 am - 5:00 pm
Friday
Saturday
9:00 am - 4:00 pm"
Westmoreland,Westmoreland Parish Library,https://www.jls.gov.jm/westmoreland-parish-library/,"The Rev. Canon Henry Williams Cope, started the Westmoreland Library. He was the Rector of the St. George’s Anglican Church in Savanna-la-mar. The library at that time was built up mainly from donations and was housed in the Anglican Church Hall. This small service was operated by Miss Hazel Drummond who served as first voluntary Librarian from 1946 to 1948. A number of persons worked assiduously towards the development of the library and served as members of the managing committee under the chairmanship of the Rev. Canon Cope. By May 1948 when the Jamaica Library Service was established, there were seven hundred (700) books and seventy (70) adult members and this service became the nucleus for the formation of the Westmoreland Parish library .",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Beeston Spring,Beeston Spring P.O. Westmoreland,(876)-850-4048,,Closed,Monday - Thursday | 11:00 am - 5:00 pm | Friday | 12:00 noon - 4:00 pm | Saturday | Closed,"Beeston Spring P.O. Westmoreland
(876)-850-4048
Monday - Thursday
11:00 am - 5:00 pm
Friday
12:00 noon - 4:00 pm
Saturday
Closed"
Westmoreland,Westmoreland Parish Library,https://www.jls.gov.jm/westmoreland-parish-library/,"The Rev. Canon Henry Williams Cope, started the Westmoreland Library. He was the Rector of the St. George’s Anglican Church in Savanna-la-mar. The library at that time was built up mainly from donations and was housed in the Anglican Church Hall. This small service was operated by Miss Hazel Drummond who served as first voluntary Librarian from 1946 to 1948. A number of persons worked assiduously towards the development of the library and served as members of the managing committee under the chairmanship of the Rev. Canon Cope. By May 1948 when the Jamaica Library Service was established, there were seven hundred (700) books and seventy (70) adult members and this service became the nucleus for the formation of the Westmoreland Parish library .",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Bethel Town,Bethel Town P.O. Westmoreland,(876) 957-2059; (876) 955-9731,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 10:00 am - 3:00 pm,"Bethel Town P.O. Westmoreland
(876) 957-2059
(876) 955-9731
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
10:00 am - 3:00 pm"
Westmoreland,Westmoreland Parish Library,https://www.jls.gov.jm/westmoreland-parish-library/,"The Rev. Canon Henry Williams Cope, started the Westmoreland Library. He was the Rector of the St. George’s Anglican Church in Savanna-la-mar. The library at that time was built up mainly from donations and was housed in the Anglican Church Hall. This small service was operated by Miss Hazel Drummond who served as first voluntary Librarian from 1946 to 1948. A number of persons worked assiduously towards the development of the library and served as members of the managing committee under the chairmanship of the Rev. Canon Cope. By May 1948 when the Jamaica Library Service was established, there were seven hundred (700) books and seventy (70) adult members and this service became the nucleus for the formation of the Westmoreland Parish library .",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Darliston,"Darliston P.O., Westmoreland",(876) 955-0850,,Closed,Monday - Thursday | 11:00 am - 5:00 pm | Friday | 12:00 noon - 4:00 pm | Saturday | Closed,"Darliston P.O., Westmoreland
(876) 955-0850
Monday - Thursday
11:00 am - 5:00 pm
Friday
12:00 noon - 4:00 pm
Saturday
Closed"
Westmoreland,Westmoreland Parish Library,https://www.jls.gov.jm/westmoreland-parish-library/,"The Rev. Canon Henry Williams Cope, started the Westmoreland Library. He was the Rector of the St. George’s Anglican Church in Savanna-la-mar. The library at that time was built up mainly from donations and was housed in the Anglican Church Hall. This small service was operated by Miss Hazel Drummond who served as first voluntary Librarian from 1946 to 1948. A number of persons worked assiduously towards the development of the library and served as members of the managing committee under the chairmanship of the Rev. Canon Cope. By May 1948 when the Jamaica Library Service was established, there were seven hundred (700) books and seventy (70) adult members and this service became the nucleus for the formation of the Westmoreland Parish library .",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Grange Hill,Grange Hill P.O. Westmoreland,(876) 918-8492,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 10:00 am - 3:00 pm,"Grange Hill P.O. Westmoreland
(876) 918-8492
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
10:00 am - 3:00 pm"
Westmoreland,Westmoreland Parish Library,https://www.jls.gov.jm/westmoreland-parish-library/,"The Rev. Canon Henry Williams Cope, started the Westmoreland Library. He was the Rector of the St. George’s Anglican Church in Savanna-la-mar. The library at that time was built up mainly from donations and was housed in the Anglican Church Hall. This small service was operated by Miss Hazel Drummond who served as first voluntary Librarian from 1946 to 1948. A number of persons worked assiduously towards the development of the library and served as members of the managing committee under the chairmanship of the Rev. Canon Cope. By May 1948 when the Jamaica Library Service was established, there were seven hundred (700) books and seventy (70) adult members and this service became the nucleus for the formation of the Westmoreland Parish library .",Mobile Library Service; ICT Access; Free Wifi Access; Printing & Photocopying; Scanning & Facsimile; Spiral Binding; Reference; Research & Lending,Negril,West End Road Negril P.O. Westmoreland,(876) 957-4917,,,Monday - Thursday | 9:00 am - 5:00 pm | Friday | 9:00 am - 4:00 pm | Saturday | 10:00 am - 3:00 pm,"West End Road Negril P.O. Westmoreland
(876) 957-4917
Monday - Thursday
9:00 am - 5:00 pm
Friday
9:00 am - 4:00 pm
Saturday
10:00 am - 3:00 pm"
